utterance_id	label	score
LA_E_7471655	spoof	-3.384945
LA_E_1175136	spoof	-4.817197
LA_E_5435567	spoof	-2.871869
LA_E_4412559	spoof	-3.000396
LA_E_4190234	spoof	-3.042365
LA_E_1183944	spoof	-1.245474
LA_E_1011662	spoof	-2.494432
LA_E_2131856	spoof	-2.308016
LA_E_4154131	spoof	-3.060452
LA_E_3486887	spoof	-2.939666
LA_E_2995599	spoof	-9.094806
LA_E_7402657	spoof	-7.857320
LA_E_4527520	spoof	-6.651272
LA_E_7297790	spoof	-8.753942
LA_E_8757982	spoof	-8.575109
LA_E_1130510	spoof	-9.021250
LA_E_4644973	spoof	-6.472896
LA_E_5151153	spoof	-9.232515
LA_E_1783570	spoof	-8.006430
LA_E_3228150	spoof	-6.747263
LA_E_4041343	spoof	-8.704854
LA_E_3205653	spoof	-8.539650
LA_E_6279396	spoof	-9.019027
LA_E_5753893	spoof	-7.177199
LA_E_8005465	spoof	-6.450592
LA_E_5969127	spoof	-8.099176
LA_E_3843191	spoof	-7.152049
LA_E_1568058	spoof	-6.669283
LA_E_8616673	spoof	-7.697866
LA_E_6437155	spoof	0.355938
LA_E_2454345	spoof	-8.201250
LA_E_9905349	spoof	-6.945677
LA_E_5428365	spoof	0.355938
LA_E_4129375	spoof	-9.535983
LA_E_8066617	spoof	-6.883873
LA_E_2358211	spoof	-9.405344
LA_E_2770663	spoof	-8.300559
LA_E_3049915	spoof	0.355938
LA_E_7794744	spoof	-8.755466
LA_E_2811365	spoof	-7.723085
LA_E_1711196	spoof	-7.729531
LA_E_4976458	spoof	-6.590879
LA_E_5764046	spoof	-3.377718
LA_E_1445108	spoof	-6.890968
LA_E_6648493	spoof	-6.899332
LA_E_3804030	spoof	-7.916880
LA_E_6724610	spoof	-3.906099
LA_E_2032917	spoof	-4.297050
LA_E_3088376	spoof	0.355938
LA_E_7209440	spoof	-6.448394
LA_E_8918303	spoof	0.355938
LA_E_8626395	spoof	-7.284616
LA_E_6640289	spoof	0.355938
LA_E_4504417	spoof	-7.073275
LA_E_3587010	spoof	0.355938
LA_E_6178185	spoof	0.355938
LA_E_3563463	spoof	-7.999394
LA_E_3045798	spoof	-7.299270
LA_E_6438715	spoof	-6.942221
LA_E_3013508	spoof	-8.905871
LA_E_9564527	spoof	-4.751826
LA_E_2099627	spoof	-4.795053
LA_E_4359945	spoof	-8.223032
LA_E_8221644	spoof	-4.591626
LA_E_8886798	spoof	0.355938
LA_E_6074055	spoof	-6.812915
LA_E_6426595	spoof	-6.174434
LA_E_3703408	spoof	-5.565847
LA_E_6307130	spoof	-7.675138
LA_E_9896912	spoof	-7.851683
LA_E_1175080	spoof	-7.536487
LA_E_4138338	spoof	-8.722849
LA_E_7298698	spoof	0.355938
LA_E_2024219	spoof	-7.178537
LA_E_3473524	spoof	-4.956276
LA_E_7027323	spoof	-7.965727
LA_E_1448773	spoof	-6.917560
LA_E_4067191	spoof	-6.543780
LA_E_7827581	spoof	0.355938
LA_E_4316892	spoof	-7.830296
LA_E_9013234	spoof	0.355938
LA_E_2765016	spoof	-6.417765
LA_E_2806967	spoof	-7.997291
LA_E_6947098	spoof	-6.745206
LA_E_9979230	spoof	-6.638087
LA_E_2748193	spoof	-9.080903
LA_E_2763292	spoof	-7.888591
LA_E_2575676	spoof	0.355938
LA_E_9651064	spoof	-8.660528
LA_E_2257452	spoof	-6.020431
LA_E_8066739	spoof	-4.223660
LA_E_8932557	spoof	-6.278923
LA_E_8496389	spoof	-5.734459
LA_E_9530381	spoof	-4.541913
LA_E_1085620	spoof	-5.128597
LA_E_9693263	spoof	0.355938
LA_E_5374614	spoof	0.355938
LA_E_2160216	spoof	0.355938
LA_E_3976320	spoof	-8.679384
LA_E_8098029	spoof	0.355938
LA_E_2433326	spoof	-6.915634
LA_E_2662497	spoof	0.355938
LA_E_6114484	spoof	-1.837559
LA_E_6284421	spoof	-5.160288
LA_E_5248260	spoof	-4.610229
LA_E_8901468	spoof	-7.417715
LA_E_2447247	spoof	-6.230705
LA_E_2488726	spoof	-5.107754
LA_E_6446898	spoof	-9.941671
LA_E_2999109	spoof	0.355938
LA_E_6236864	spoof	0.355938
LA_E_8666135	spoof	-9.791486
LA_E_8042277	spoof	0.355938
LA_E_6689590	spoof	-9.166997
LA_E_7524328	spoof	0.355938
LA_E_9753238	spoof	0.355938
LA_E_3282855	spoof	0.355938
LA_E_1116068	spoof	0.355938
LA_E_7946656	spoof	0.355938
LA_E_3106947	spoof	0.355938
LA_E_7055040	spoof	-9.223413
LA_E_3915342	spoof	0.355938
LA_E_5366135	spoof	0.355938
LA_E_9173628	spoof	0.355938
LA_E_3862419	spoof	-7.664871
LA_E_8764266	spoof	-7.618525
LA_E_5848903	spoof	-6.764863
LA_E_1559378	spoof	0.355938
LA_E_7989152	spoof	0.355938
LA_E_6904851	spoof	0.355938
LA_E_6064001	spoof	0.355938
LA_E_5278687	spoof	0.355938
LA_E_6931381	spoof	0.355938
LA_E_1030139	spoof	-7.367030
LA_E_8637545	spoof	-8.056920
LA_E_9492674	spoof	0.355938
LA_E_1410608	spoof	0.355938
LA_E_3369530	spoof	0.355938
LA_E_9920565	spoof	0.355938
LA_E_1081690	spoof	0.355938
LA_E_6071712	spoof	-9.892379
LA_E_9669745	spoof	-9.812082
LA_E_3572950	spoof	-10.798223
LA_E_6713503	spoof	0.355938
LA_E_6476220	spoof	0.355938
LA_E_1747270	spoof	-9.358032
LA_E_8429239	spoof	-9.815681
LA_E_1080541	spoof	-9.641525
LA_E_2106322	spoof	0.355938
LA_E_4002710	spoof	0.355938
LA_E_9907828	spoof	-8.262815
LA_E_9127672	spoof	-8.104273
LA_E_8626050	spoof	-8.516752
LA_E_8945877	spoof	-10.148556
LA_E_1988970	spoof	0.355938
LA_E_5134369	spoof	0.355938
LA_E_6153230	spoof	0.355938
LA_E_5251679	spoof	0.355938
LA_E_9151898	spoof	-10.850266
LA_E_9402609	spoof	-8.357409
LA_E_3552237	spoof	-6.907724
LA_E_4378761	spoof	0.355938
LA_E_9328928	spoof	0.355938
LA_E_2227802	spoof	-9.174292
LA_E_6803528	spoof	0.355938
LA_E_2941776	spoof	0.355938
LA_E_2247078	spoof	0.355938
LA_E_5156997	spoof	0.355938
LA_E_7129183	spoof	0.355938
LA_E_6168859	spoof	0.355938
LA_E_4388116	spoof	-9.494772
LA_E_5816895	spoof	0.355938
LA_E_2419110	spoof	0.355938
LA_E_8231604	spoof	-8.762179
LA_E_4734367	spoof	0.355938
LA_E_6495166	spoof	-8.622622
LA_E_8125945	spoof	-6.664813
LA_E_9037918	spoof	-5.808774
LA_E_1355282	spoof	-4.716123
LA_E_7186364	spoof	0.355938
LA_E_1113600	spoof	-6.651882
LA_E_2359310	spoof	-5.722497
LA_E_8300542	spoof	-4.815229
LA_E_4582605	spoof	-7.271417
LA_E_5637167	spoof	0.355938
LA_E_2849114	spoof	-6.099156
LA_E_5997289	spoof	-5.262158
LA_E_9860717	spoof	-5.769805
LA_E_6837662	spoof	-7.222219
LA_E_9731486	spoof	0.355938
LA_E_6861862	spoof	-7.430581
LA_E_5207886	spoof	-5.986509
LA_E_6843684	spoof	0.355938
LA_E_8289513	spoof	0.355938
LA_E_6464241	spoof	-4.638187
LA_E_5584297	spoof	-3.759181
LA_E_9820577	spoof	-1.424705
LA_E_3151410	spoof	-5.230928
LA_E_5421052	spoof	0.355938
LA_E_7359979	spoof	-3.413877
LA_E_7528408	spoof	-3.015779
LA_E_8790003	spoof	-1.441601
LA_E_5353621	spoof	-4.994861
LA_E_9027843	spoof	0.355938
LA_E_3503276	spoof	-1.252531
LA_E_2453524	spoof	0.355938
LA_E_9585040	spoof	-7.125739
LA_E_5974072	spoof	-5.211077
LA_E_8291425	spoof	-5.300552
LA_E_2286128	spoof	-5.930165
LA_E_2681876	spoof	-5.254982
LA_E_2362533	spoof	-5.896608
LA_E_4960012	spoof	-1.161776
LA_E_7317823	spoof	-5.159217
LA_E_6695770	spoof	-5.871198
LA_E_6975110	spoof	-6.415298
LA_E_6144995	spoof	0.325811
LA_E_7793015	spoof	-5.201373
LA_E_1951679	spoof	-5.723000
LA_E_5896265	spoof	-4.513633
LA_E_1805646	spoof	-4.152769
LA_E_1959985	spoof	0.355938
LA_E_3342378	spoof	-6.235285
LA_E_3445281	spoof	-2.610975
LA_E_2501765	spoof	0.355938
LA_E_9804927	spoof	-4.663071
LA_E_4240525	spoof	-6.610928
LA_E_4721411	spoof	-6.710978
LA_E_1437368	spoof	-5.187494
LA_E_9224956	spoof	-5.110811
LA_E_2373986	spoof	-7.137327
LA_E_4617285	spoof	-7.419103
LA_E_3652618	spoof	0.355938
LA_E_3028681	spoof	-5.614224
LA_E_5657591	spoof	-2.824883
LA_E_4984928	spoof	-3.713289
LA_E_9529991	spoof	-5.155816
LA_E_7816842	spoof	-2.043963
LA_E_3831328	spoof	-2.384803
LA_E_8673873	spoof	-6.157693
LA_E_6842280	spoof	-2.687284
LA_E_7376425	spoof	-3.823581
LA_E_5037105	spoof	0.300913
LA_E_4216233	spoof	-6.970755
LA_E_5561279	spoof	-2.413301
LA_E_4300014	spoof	-4.892159
LA_E_1009785	spoof	-2.927587
LA_E_2126345	spoof	-2.729464
LA_E_8509817	spoof	-2.384991
LA_E_9052392	spoof	-5.345868
LA_E_5866181	spoof	-1.624387
LA_E_7591328	spoof	-0.380740
LA_E_7255497	spoof	-2.774027
LA_E_8011045	spoof	-1.553488
LA_E_8918885	spoof	-3.291458
LA_E_1262500	spoof	-6.236227
LA_E_3998067	spoof	0.355938
LA_E_9791790	spoof	-5.927857
LA_E_5795464	spoof	0.355938
LA_E_2396861	spoof	0.355938
LA_E_6666118	spoof	-6.290001
LA_E_2374356	spoof	0.355938
LA_E_8368735	spoof	-5.874527
LA_E_1714680	spoof	0.355938
LA_E_3187582	spoof	0.355938
LA_E_9852958	spoof	0.355938
LA_E_8004956	spoof	0.355938
LA_E_8070201	spoof	-5.266684
LA_E_6891599	spoof	0.355938
LA_E_3173391	spoof	0.355938
LA_E_1156875	spoof	-7.616146
LA_E_6377325	spoof	-7.171158
LA_E_6918309	spoof	0.355938
LA_E_8080094	spoof	-6.681285
LA_E_7967890	spoof	-4.490899
LA_E_3833705	spoof	0.355938
LA_E_6880226	spoof	-3.709459
LA_E_6447507	spoof	0.355938
LA_E_2473686	spoof	0.355938
LA_E_9950471	spoof	-3.709759
LA_E_1579399	spoof	0.355938
LA_E_3522853	spoof	0.355938
LA_E_9186147	spoof	0.355938
LA_E_7519286	spoof	-4.330870
LA_E_3893780	spoof	-3.812802
LA_E_3552466	spoof	-7.776182
LA_E_1648518	spoof	0.355938
LA_E_8313465	spoof	0.355938
LA_E_7128382	spoof	0.355938
LA_E_4047368	spoof	0.355938
LA_E_7040270	spoof	-3.135611
LA_E_5614828	spoof	0.355938
LA_E_8575735	spoof	-5.492473
LA_E_8331038	spoof	-6.913607
LA_E_9887976	spoof	-7.092989
LA_E_7006251	spoof	-8.277862
LA_E_9999455	spoof	-1.011919
LA_E_5449764	spoof	-6.196948
LA_E_1972537	spoof	-6.232470
LA_E_3725487	spoof	0.355938
LA_E_5541055	spoof	0.355938
LA_E_8221389	spoof	0.355938
LA_E_8270876	spoof	-4.000714
LA_E_6765931	spoof	0.355938
LA_E_3556549	spoof	-6.037140
LA_E_4921484	spoof	-8.194808
LA_E_5088313	spoof	0.355938
LA_E_8313870	spoof	-4.329130
LA_E_6004131	spoof	-1.495447
LA_E_1543336	spoof	-1.557354
LA_E_2852552	spoof	-2.927424
LA_E_8941947	spoof	-3.917618
LA_E_2331369	spoof	-3.746301
LA_E_6655573	spoof	0.355938
LA_E_1994461	spoof	-4.135465
LA_E_6118375	spoof	-5.271135
LA_E_9299616	spoof	-1.931257
LA_E_8279519	spoof	-5.038543
LA_E_8850850	spoof	-3.942762
LA_E_1929718	spoof	-4.114090
LA_E_9772065	spoof	-4.911091
LA_E_4615730	spoof	0.355938
LA_E_2299794	spoof	-3.674666
LA_E_8413359	spoof	-4.988710
LA_E_9773320	spoof	-5.985599
LA_E_7793663	spoof	-6.021505
LA_E_2154447	spoof	-4.913272
LA_E_9412107	spoof	-3.744978
LA_E_9530390	spoof	0.355938
LA_E_8090108	spoof	-5.156850
LA_E_1598972	spoof	-6.137853
LA_E_9413898	spoof	-5.928524
LA_E_8071488	spoof	-5.145942
LA_E_2197689	spoof	-5.101863
LA_E_5908185	spoof	-4.906103
LA_E_5993240	spoof	-5.367301
LA_E_8126107	spoof	-6.429393
LA_E_7139377	spoof	-6.678933
LA_E_2071800	spoof	-5.319185
LA_E_4263717	spoof	-5.170828
LA_E_4466293	spoof	-7.793701
LA_E_1156413	spoof	-6.596385
LA_E_1474581	spoof	0.355938
LA_E_1741503	spoof	0.355938
LA_E_2348703	spoof	-5.240944
LA_E_1134329	spoof	0.355938
LA_E_6966282	spoof	-3.458579
LA_E_2351242	spoof	-2.168193
LA_E_7595946	spoof	-5.567989
LA_E_8057499	spoof	-2.114440
LA_E_2090307	spoof	0.181368
LA_E_1470741	spoof	0.355938
LA_E_2616094	spoof	-3.397964
LA_E_5879226	spoof	-3.668208
LA_E_8534575	spoof	-5.158490
LA_E_2956785	spoof	-2.218430
LA_E_5777650	spoof	0.011387
LA_E_7372604	spoof	0.355938
LA_E_7831435	spoof	-3.416191
LA_E_7900567	spoof	-2.350342
LA_E_2487171	spoof	-5.668474
LA_E_6702668	spoof	-2.222003
LA_E_8189869	spoof	-4.921581
LA_E_4654005	spoof	-4.736717
LA_E_3808288	spoof	-5.397484
LA_E_5649081	spoof	-4.939620
LA_E_1881728	spoof	-5.622663
LA_E_2184260	spoof	-6.198258
LA_E_8864199	spoof	-2.801131
LA_E_8004017	spoof	-4.354223
LA_E_7341004	spoof	-5.142591
LA_E_3538182	spoof	-4.184689
LA_E_1533351	spoof	-3.463696
LA_E_3310700	spoof	-5.092947
LA_E_7390483	spoof	-4.444959
LA_E_1785573	spoof	-4.099193
LA_E_4268609	spoof	-5.408908
LA_E_8094897	spoof	-5.520975
LA_E_5065698	spoof	-5.086457
LA_E_6637715	spoof	0.355938
LA_E_8022489	spoof	-6.185140
LA_E_8830238	spoof	-4.871012
LA_E_9955085	spoof	-5.759300
LA_E_6471525	spoof	-6.771702
LA_E_2658393	spoof	-5.007004
LA_E_3758531	spoof	0.355938
LA_E_4875682	spoof	-6.368465
LA_E_7453768	spoof	-7.368505
LA_E_4536772	spoof	0.355938
LA_E_4227072	spoof	0.355938
LA_E_8729179	spoof	0.355938
LA_E_2513606	spoof	-1.319792
LA_E_9893585	spoof	0.355938
LA_E_2124676	spoof	-1.768074
LA_E_2106992	spoof	-1.295719
LA_E_1998540	spoof	0.355938
LA_E_4243312	spoof	-1.216001
LA_E_2869382	spoof	-2.729567
LA_E_6797052	spoof	0.032801
LA_E_7653950	spoof	0.355938
LA_E_8367185	spoof	-0.274851
LA_E_9680190	spoof	-0.829389
LA_E_9326564	spoof	-0.936769
LA_E_6545225	spoof	-1.553203
LA_E_9549563	spoof	0.355938
LA_E_9448247	spoof	-2.755331
LA_E_8835486	spoof	-1.743107
LA_E_8150298	spoof	-1.413853
LA_E_5929359	spoof	-0.979465
LA_E_7727252	spoof	-2.909794
LA_E_8016823	spoof	-1.626590
LA_E_5769722	spoof	-2.180928
LA_E_8886212	spoof	-1.926761
LA_E_4005994	spoof	0.355938
LA_E_1672053	spoof	0.355938
LA_E_5836152	spoof	-5.631546
LA_E_3781954	spoof	-5.707307
LA_E_4150883	spoof	0.355938
LA_E_9173016	spoof	0.355938
LA_E_3914896	spoof	-6.577172
LA_E_6016002	spoof	0.355938
LA_E_2299418	spoof	0.355938
LA_E_8464012	spoof	0.355938
LA_E_4048384	spoof	-5.771327
LA_E_7391915	spoof	0.355938
LA_E_8431808	spoof	0.355938
LA_E_4065685	spoof	-6.541539
LA_E_2321348	spoof	0.355938
LA_E_1346210	spoof	-6.548481
LA_E_1548426	spoof	0.355938
LA_E_1752920	spoof	-5.973544
LA_E_7534949	spoof	0.355938
LA_E_3584054	spoof	0.355938
LA_E_6208948	spoof	-6.456276
LA_E_7998038	spoof	0.355938
LA_E_7195491	spoof	0.355938
LA_E_5974515	spoof	-5.751784
LA_E_9681699	spoof	0.355938
LA_E_7422679	spoof	0.355938
LA_E_8129543	spoof	0.355938
LA_E_8239307	spoof	0.355938
LA_E_2151076	spoof	0.355938
LA_E_5946389	spoof	-3.921117
LA_E_4793561	spoof	0.355938
LA_E_6251498	spoof	-5.628500
LA_E_9657600	spoof	0.355938
LA_E_4073029	spoof	-6.607951
LA_E_8178335	spoof	-3.858241
LA_E_6410317	spoof	-4.709126
LA_E_4728114	spoof	-4.479341
LA_E_5321982	spoof	-4.854312
LA_E_6895486	spoof	-5.009436
LA_E_8728942	spoof	0.355938
LA_E_2907420	spoof	-3.935372
LA_E_5238940	spoof	0.355938
LA_E_1398536	spoof	0.355938
LA_E_8379236	spoof	-5.468900
LA_E_4967808	spoof	-6.885384
LA_E_5261432	spoof	0.355938
LA_E_6872460	spoof	-6.360491
LA_E_4850611	spoof	0.355938
LA_E_9190852	spoof	0.355938
LA_E_1483415	spoof	0.355938
LA_E_5767916	spoof	-5.634022
LA_E_9586660	spoof	-6.075756
LA_E_5014335	spoof	-6.132809
LA_E_8031211	spoof	-6.117115
LA_E_9946600	spoof	-6.061006
LA_E_1017599	spoof	-5.355079
LA_E_2245397	spoof	-6.827621
LA_E_1654337	spoof	0.355938
LA_E_8400533	spoof	0.355938
LA_E_2376980	spoof	-6.324935
LA_E_2199958	spoof	0.355938
LA_E_4897626	spoof	-6.202129
LA_E_4068035	spoof	-5.984606
LA_E_5205248	spoof	0.355938
LA_E_7380205	spoof	-9.038125
LA_E_3246983	spoof	0.355938
LA_E_4568206	spoof	-7.075995
LA_E_4926001	spoof	0.355938
LA_E_3502420	spoof	0.355938
LA_E_1058339	spoof	-4.396220
LA_E_6127742	spoof	0.355938
LA_E_8745119	spoof	-4.880621
LA_E_2745935	spoof	-4.405495
LA_E_7017966	spoof	-4.333488
LA_E_6014421	spoof	-5.771559
LA_E_1950611	spoof	-5.633554
LA_E_1369217	spoof	-4.400311
LA_E_6861660	spoof	-3.817243
LA_E_1186614	spoof	-6.173580
LA_E_8426838	spoof	-4.364921
LA_E_7838934	spoof	-3.919585
LA_E_7073520	spoof	0.355938
LA_E_5656220	spoof	-4.161602
LA_E_3967714	spoof	0.355938
LA_E_3048747	spoof	-4.931549
LA_E_2164892	spoof	0.355938
LA_E_8004022	spoof	0.355938
LA_E_2575120	spoof	0.355938
LA_E_7138045	spoof	0.355938
LA_E_9633256	spoof	0.355938
LA_E_4770258	spoof	0.355938
LA_E_2483608	spoof	0.355938
LA_E_2261687	spoof	0.355938
LA_E_9634984	spoof	0.355938
LA_E_2377467	spoof	0.355938
LA_E_1700147	spoof	0.355938
LA_E_8033837	spoof	0.355938
LA_E_1510459	spoof	0.355938
LA_E_8489857	spoof	0.355938
LA_E_5519043	spoof	-8.583030
LA_E_1893668	spoof	-8.760991
LA_E_2191457	spoof	-8.140350
LA_E_2153561	spoof	0.355938
LA_E_1358603	spoof	0.355938
LA_E_6819259	spoof	0.355938
LA_E_2276759	spoof	0.355938
LA_E_4842214	spoof	-5.184072
LA_E_5197403	spoof	-4.521866
LA_E_5673548	spoof	0.355938
LA_E_6337638	spoof	0.355938
LA_E_3440685	spoof	0.355938
LA_E_1337697	spoof	0.355938
LA_E_8490384	spoof	0.355938
LA_E_4158535	spoof	0.355938
LA_E_5481922	spoof	0.355938
LA_E_1483487	spoof	0.355938
LA_E_9449695	spoof	0.355938
LA_E_3474277	spoof	0.355938
LA_E_5276385	spoof	0.355938
LA_E_3735883	spoof	0.355938
LA_E_9119270	spoof	0.355938
LA_E_7351697	spoof	0.355938
LA_E_9354361	spoof	-8.103466
LA_E_2344905	spoof	-8.319366
LA_E_6269932	spoof	-9.739817
LA_E_8087898	spoof	0.355938
LA_E_3002346	spoof	-9.527574
LA_E_7569758	spoof	0.355938
LA_E_2967448	spoof	0.355938
LA_E_3986226	spoof	0.355938
LA_E_5730146	spoof	0.355938
LA_E_5258734	spoof	0.355938
LA_E_1028201	spoof	-7.318722
LA_E_4363112	spoof	-6.591661
LA_E_1408709	spoof	0.355938
LA_E_5435531	spoof	-5.501286
LA_E_4782813	spoof	0.355938
LA_E_2075743	spoof	0.355938
LA_E_1198936	spoof	-5.817803
LA_E_3091480	spoof	0.355938
LA_E_9635108	spoof	-4.439399
LA_E_9055293	spoof	-6.652251
LA_E_4176630	spoof	-3.868629
LA_E_7272513	spoof	-5.535698
LA_E_2741598	spoof	-5.155923
LA_E_1311021	spoof	-5.872302
LA_E_5288481	spoof	-4.506664
LA_E_8840325	spoof	-6.714504
LA_E_4381081	spoof	-3.707852
LA_E_7973791	spoof	-5.593295
LA_E_3376231	spoof	-5.204228
LA_E_3611240	spoof	-5.950792
LA_E_5713448	spoof	-5.836240
LA_E_7140098	spoof	-4.432721
LA_E_9218519	spoof	-6.750664
LA_E_5376822	spoof	-4.723748
LA_E_8460731	spoof	-5.779542
LA_E_5046729	spoof	-6.059502
LA_E_3127666	spoof	-6.273111
LA_E_1850807	spoof	-5.726857
LA_E_9221104	spoof	-7.325331
LA_E_7675760	spoof	-5.790480
LA_E_2701621	spoof	-7.264199
LA_E_8922713	spoof	0.355938
LA_E_4023364	spoof	-5.141599
LA_E_6088777	spoof	-1.482101
LA_E_3132003	spoof	-4.435034
LA_E_9160116	spoof	-1.348834
LA_E_4927825	spoof	-3.300145
LA_E_2519778	spoof	-3.325191
LA_E_2908748	spoof	-3.411261
LA_E_6865897	spoof	-4.365821
LA_E_4998795	spoof	-1.645210
LA_E_7890869	spoof	-3.297364
LA_E_9442623	spoof	-2.030843
LA_E_9441709	spoof	-2.527863
LA_E_1044101	spoof	-5.350041
LA_E_4651335	spoof	-0.926465
LA_E_1388953	spoof	-3.794943
LA_E_4842175	spoof	-0.720715
LA_E_5080254	spoof	-3.474621
LA_E_2805646	spoof	-2.283823
LA_E_1437901	spoof	-3.512800
LA_E_9120500	spoof	-4.799820
LA_E_8679703	spoof	-5.807015
LA_E_6087243	spoof	-6.473477
LA_E_2205910	spoof	-6.663094
LA_E_7984350	spoof	-5.557235
LA_E_2155237	spoof	-4.869167
LA_E_8705544	spoof	-4.921259
LA_E_9589217	spoof	-4.875436
LA_E_1601524	spoof	-5.755378
LA_E_9845808	spoof	-6.334183
LA_E_8222454	spoof	-4.528824
LA_E_6601140	spoof	-4.700823
LA_E_3099477	spoof	-6.703721
LA_E_8991717	spoof	-5.062448
LA_E_8409248	spoof	-4.630260
LA_E_3665294	spoof	-5.157732
LA_E_4100819	spoof	-5.462836
LA_E_1653376	spoof	-6.087940
LA_E_6642393	spoof	-6.146363
LA_E_3500885	spoof	-6.121593
LA_E_9267357	spoof	-6.128595
LA_E_2031167	spoof	-5.873983
LA_E_2293731	spoof	-5.231985
LA_E_2840357	spoof	0.355938
LA_E_6378267	spoof	-9.045389
LA_E_8641692	spoof	-5.258939
LA_E_9803654	spoof	0.355938
LA_E_4249532	spoof	-7.330881
LA_E_3580357	spoof	-7.024903
LA_E_5860790	spoof	-2.711606
LA_E_6386593	spoof	-3.349599
LA_E_6750867	spoof	-0.979531
LA_E_6713851	spoof	-3.586371
LA_E_3206566	spoof	-2.740892
LA_E_5293678	spoof	-2.188537
LA_E_5901673	spoof	-2.131917
LA_E_9748635	spoof	-5.107574
LA_E_7958253	spoof	0.355938
LA_E_8166581	spoof	0.355938
LA_E_9441014	spoof	-1.876067
LA_E_8382501	spoof	0.355938
LA_E_5187956	spoof	-4.183039
LA_E_4276742	spoof	-3.001519
LA_E_6319295	spoof	-2.206899
LA_E_7894191	spoof	-1.891628
LA_E_7416685	spoof	-1.183788
LA_E_3600740	spoof	-2.491894
LA_E_9622023	spoof	-2.762084
LA_E_4971781	spoof	-1.695319
LA_E_3996308	spoof	-5.928790
LA_E_4208859	spoof	-5.389316
LA_E_8532789	spoof	-6.277976
LA_E_3436885	spoof	-6.402226
LA_E_5874809	spoof	0.355938
LA_E_9562242	spoof	-4.788821
LA_E_1176849	spoof	-6.537075
LA_E_7848598	spoof	-5.979856
LA_E_5524346	spoof	-5.358061
LA_E_1080750	spoof	-6.254508
LA_E_6600516	spoof	-6.410882
LA_E_4325669	spoof	0.355938
LA_E_6570157	spoof	-5.167325
LA_E_3236753	spoof	-6.437449
LA_E_6164767	spoof	-6.077463
LA_E_9748799	spoof	-4.954838
LA_E_1636842	spoof	-6.033312
